Razao_Social;UF;REGISTRO_ANS;CNPJ;Modalidade;Trimestre;Ano;Total_Despesas;Media_Trimestral
UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA;PA;368555;15308521000188;Cooperativa odontológica;3;2025;107442381.71;3704909.714137931
PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;SP;415936;5983170000157;Odontologia de Grupo;2;2025;107288768.29;5646777.278421053
PRONTOMED PLANOS DE SAÚDE LTDA;MG;301728;20168589000149;Medicina de Grupo;1;2025;106936229.64999999;2138724.593
UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA;SP;350494;51304798000104;Cooperativa odontológica;1;2025;106554338.56;3674287.536551724
TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA;BA;412759;3773153000160;Medicina de Grupo;2;2025;106423366.17;4093206.3911538464
IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA;SP;319422;51473692000126;Filantropia;1;2025;105097485.05;2502321.0726190475
UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO;MG;345458;66477217000103;Cooperativa Médica;1;2025;105024803.44;1039849.539009901
UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO;SP;313751;73162760000179;Cooperativa odontológica;2;2025;104820559.49;5516871.552105263
UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.;RS;362832;89100135000132;Cooperativa Médica;2;2025;104640733.04;1773571.7464406781
UNIMED VILHENA - COOPERATIVA DE TRABALHO MEDICO LTDA;RO;342131;1659087000176;Cooperativa Médica;2;2025;104413710.63;1740228.5104999999
MATÃO CLINICAS & AMHMA SAÚDE LTDA;SP;416495;50432863000106;Medicina de Grupo;1;2025;103898295.81;2361324.9047727273
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;SP;406937;57272510000135;Autogestão;3;2025;103705200.78;231484.82316964286
FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;MG;418285;12838821000180;Autogestão;2;2025;103584167.27;4143366.6908
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);SP;414212;59762062000183;Autogestão;3;2025;103578764.71;3138750.4457575753
ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL;BA;420000;15713057000105;Medicina de Grupo;1;2025;103375179.32;1987984.2176923077
UNIMED VALE DO PIQUIRI-COOPERATIVA DE TRABALHO MÉDICO VALE DO PIQUIRI ;PR;308811;80525652000189;Cooperativa Médica;2;2025;103350354.3;1640481.8142857142
POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;PR;351270;2896924000143;Medicina de Grupo;2;2025;103029878.35;2711312.5881578946
UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;SP;327468;66916305000156;Cooperativa Médica;3;2025;103007091.1;1688640.8377049179
ASSOCIAÇÃO SAÚDE CONCEIÇÃO;SC;330892;2903477000102;Medicina de Grupo;3;2025;102871981.27;3214749.4146875
UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO;MG;354996;42946061000196;Cooperativa Médica;2;2025;102452255.33;1463603.6475714284
AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;RJ;413330;4257073000114;Medicina de Grupo;2;2025;102180946.42999999;2761647.2008108106
UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;356581;71063853000110;Cooperativa Médica;1;2025;101962007.36;1084702.2059574467
SULMED - ASSISTÊNCIA MÉDICA LTDA;RS;338346;90747908000156;Medicina de Grupo;1;2025;101769153.72;1850348.2494545453
UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO;SP;365238;494870000164;Cooperativa Médica;1;2025;101249110.38;1985276.6741176469
CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.;SP;389358;856424000152;Odontologia de Grupo;3;2025;101014925.85;3367164.195
ASSOCIAÇÃO DE SAÚDE DO VALE;SC;422321;35657268000185;Medicina de Grupo;1;2025;100824781.4;2653283.7210526317
UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO;SP;324159;57214900000159;Cooperativa Médica;1;2025;100539994.43;1570937.41296875
SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;SP;353264;59901454000186;Filantropia;3;2025;100527260.56;2513181.514
UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO ;MT;350346;1143922000110;Cooperativa Médica;3;2025;100484123.2;1210652.086746988
AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA;MG;325465;20946877000187;Medicina de Grupo;2;2025;100354778.22;2230106.182666667
PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA;SP;310239;17146846000137;Medicina de Grupo;3;2025;99497440.58;220615.16758314855
BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A.;SP;419419;19962272000109;Odontologia de Grupo;2;2025;99338909.91;4515404.995909091
PLAMED PLANO DE ASSISTENCIA MEDICA LTDA;SE;343463;15594468000129;Medicina de Grupo;1;2025;98893981.22999999;3955759.2491999995
SUL AMÉRICA ODONTOLÓGICO S/A;SP;417815;11973134000105;Odontologia de Grupo;1;2025;98545307.86;2403544.0941463416
UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;RS;353698;532888000103;Cooperativa Médica;3;2025;98179791.91;1168807.046547619
UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;SP;353027;57149775000140;Cooperativa Médica;1;2025;98013339.72;1306844.5296
UNIMED ITUIUTABA COOPERATIVA TRABALHO MÉDICO LTDA.;MG;301060;41871989000196;Cooperativa Médica;1;2025;98005451.46;1209943.845185185
UNIMED REGIÃO DA CAMPANHA/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;350648;89640452000141;Cooperativa Médica;2;2025;97917158.71000001;1223964.4838750002
EVANGELICO SAUDE LTDA.;PR;401480;2989632000155;Medicina de Grupo;3;2025;97771613.79;1844747.4300000002
PLADISA PLANOS DE SAÚDE SA;SC;419486;17897995000138;Medicina de Grupo;1;2025;97661515.99;2077904.5955319148
PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;MG;305626;22666341000133;Medicina de Grupo;2;2025;97642959.64;1627382.6606666667
COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.;RS;406805;3268622000193;Medicina de Grupo;3;2025;97021737.86;2940052.6624242426
UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA;CE;303178;7649106000160;Cooperativa Médica;1;2025;96837081.42;1760674.2076363636
UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.;RS;343684;88732318000108;Cooperativa Médica;1;2025;96679746.2;1381139.2314285715
ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO;GO;402206;2220135000198;Autogestão;3;2025;96625101.96;3578707.48
ASSOCIAÇÃO FCA SAÚDE;MG;422053;33922160000147;Autogestão;2;2025;95747025.13000001;3989459.380416667
FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL;MG;378216;20119509000165;Autogestão;1;2025;95408694.31;2029972.2193617022
UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO;SP;354619;96182068000108;Cooperativa Médica;2;2025;95211503.58;2025776.6719148937
UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO;MG;370088;25471574000179;Cooperativa Médica;1;2025;95166131.18;1189576.63975
SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA;PE;403962;3098226000165;Medicina de Grupo;1;2025;94942542.88;3390805.1028571427
PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A;SP;374440;56269913000162;Odontologia de Grupo;2;2025;94141588.77;5230088.265
COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;SC;317012;85177194000158;Cooperativa Médica;1;2025;94084445.10000001;1000898.3521276597
FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;RS;420701;25063964000100;Autogestão;2;2025;94066140.33;3243660.0113793104
UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO;MG;318035;26291484000169;Cooperativa Médica;1;2025;93597380.38;1141431.4680487805
UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO;SP;363286;45171402000197;Cooperativa Médica;1;2025;93206186.74;1370679.2167647057
COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA;TO;313084;25064148000110;Cooperativa Médica;1;2025;92936578.88;698771.269774436
SF SISTEMAS DE SAÚDE LTDA;SP;422371;2753398000162;Medicina de Grupo;2;2025;92808623.17;205784.08685144124
UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO;SC;346951;1569902000106;Cooperativa Médica;1;2025;92796009.28;1449937.645
SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA;SP;422762;55990451000105;Filantropia;3;2025;92677306.6;3309903.807142857
UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;RJ;360414;28974020000182;Cooperativa Médica;1;2025;92462991.95;2498999.7824324323
UNIMED NORTE PAULISTA - COOPERATIVA DE TRABALHO MÉDICO;SP;323055;69087922000184;Cooperativa Médica;1;2025;92179906.89;1181793.6780769231
AME VVIDA PLANOS DE SAUDE INTEGRADO LTDA.;RO;423351;46614535000153;Medicina de Grupo;3;2025;92175703.67;4189804.7122727274
PLAMER PLANO MEDICO RESENDE LTDA;RJ;324299;68682715000105;Medicina de Grupo;2;2025;91815029.87;201348.7497149123
ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;PR;417955;7945024000162;Autogestão;1;2025;91672360.84;2696245.907058824
UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO;SP;342343;47565155000139;Cooperativa Médica;1;2025;91401233.25999999;887390.6141747572
UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.;GO;334847;37652765000116;Cooperativa Médica;3;2025;90971920.14;850204.8611214954
ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS;SP;419958;20961779000119;Medicina de Grupo;2;2025;90738245.2;201193.44833702882
UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;386901;42936518000181;Cooperativa Médica;2;2025;90699050.17;1619625.895892857
UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA;CE;335258;23725062000166;Cooperativa odontológica;3;2025;90504005.67;4763368.719473684
SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;RJ;343676;33721226000130;Medicina de Grupo;1;2025;90501986.03999999;2513944.0566666666
ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO;SP;418731;15022430000181;Medicina de Grupo;1;2025;90315954.72;2508776.52
UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO;SP;311944;262338000111;Cooperativa Médica;2;2025;90120047.05;979565.7288043478
SOCIEDADE PORTUGUESA DE BENEFICÊNCIA;RS;413372;92219070000153;Filantropia;3;2025;89981755.25;1956125.1141304348
SBC SAÚDE LTDA.;SP;412058;3977587000181;Medicina de Grupo;2;2025;89584487.8;2799515.24375
ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;RJ;422070;34844263000107;Autogestão;1;2025;89248794.85;1749976.369607843
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB;BA;315583;15215452000168;Autogestão;2;2025;89234849.86;2704086.3593939394
AMHA SAUDE S/A;SP;418587;15131148000132;Medicina de Grupo;1;2025;89003345.57000001;2405495.826216216
UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA;RS;366439;88938089000182;Cooperativa odontológica;3;2025;88938279.31;4235156.157619048
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);SP;408794;72918287000144;Autogestão;2;2025;87999357.3;2838688.94516129
ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;MG;417211;11177786000133;Autogestão;1;2025;87680665.37;6262904.669285715
UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;MT;370975;70523899000102;Cooperativa Médica;1;2025;87464391.08;1325218.0466666666
SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;SP;345091;59849182000112;Filantropia;1;2025;87305532.92;1711873.194509804
ALLIANZ SAÚDE S/A;SP;515;4439627000102;Seguradora Especializada em Saúde;3;2025;87062972.51;2720717.8909375
UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO;SP;323004;12698000165;Cooperativa Médica;3;2025;86949411.22;976959.6766292135
UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO;SP;314781;68204486000113;Cooperativa Médica;2;2025;86888007.09;965422.3010000001
PLANO DE SAUDE ASES LTDA.;RJ;411582;3638220000133;Medicina de Grupo;1;2025;86821096.96;1702374.4501960783
ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL;SP;412635;307714000147;Autogestão;3;2025;86281841.85;3751384.4282608693
CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND;SE;413518;4197511000104;Autogestão;3;2025;86157253.63;2970939.7803448276
UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO;MG;324175;71064539000152;Cooperativa Médica;2;2025;86075094.54;1324232.2236923077
SOCIEDADE BENEFICENTE DEZOITO DE JULHO;MG;413721;16608812000154;Medicina de Grupo;2;2025;86058132.71;3741657.943913043
AMAZÔNIA PLANOS DE SAÚDE LTDA;PA;419052;16926969000128;Medicina de Grupo;1;2025;85999697.58;2866656.586
ASSOCIAÇÃO SAÚDE SÃO JOSÉ;SC;418919;11867361000156;Medicina de Grupo;1;2025;85910544.14;1684520.4733333334
CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;PA;358754;4204285000133;Autogestão;1;2025;85658317.77;1862137.3428260868
ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO;RJ;309028;29167970000168;Medicina de Grupo;3;2025;85574413.87;3422976.5548
SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA;SP;319180;636975000100;Medicina de Grupo;1;2025;85553187.92;1820280.5940425533
UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;355593;41687179000184;Cooperativa Médica;1;2025;85524362.16;1425406.0359999998
ASSOCIACAO DOS PROFESSORES UNIVERSITÁRIOS DA BAHIA;BA;343129;13100755000100;Autogestão;2;2025;85266665.24;2186324.7497435897
COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO;SC;318213;85246916000189;Cooperativa Médica;1;2025;85028252.97;745861.8681578947
ATÍVIA SERVIÇOS DE SAÚDE S/A;SP;320510;69289171000189;Medicina de Grupo;2;2025;84985989.05;1931499.7511363635
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU;SP;406945;147571000153;Autogestão;1;2025;84771026.48;2422029.328
ÚNICA ASSISTENCIA MEDICA LTDA ;SP;421944;33379144000150;Medicina de Grupo;1;2025;84597850.23;4028469.058571429
UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO;SP;385620;48717516000188;Cooperativa Médica;1;2025;84169641.11;1219849.8711594203
UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO;GO;343765;342481000113;Cooperativa Médica;2;2025;84167714.59;1829732.9258695652
IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI;SP;321320;72127210000156;Filantropia;2;2025;83999495.75999999;3499978.9899999998
UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA;MG;317896;71499792000139;Cooperativa Médica;1;2025;83821861.45;1496818.9544642859
TEMPO MED PLANO DE SAUDE LTDA;SC;422771;41432461000110;Medicina de Grupo;1;2025;83224679.36999999;1664493.5873999998
SELECT OPERADORA DE PLANO DE SAUDE LTDA;GO;358053;37035441000139;Medicina de Grupo;1;2025;83138821.09;2681897.454516129
ASSOCIAÇÃO SÃO LUIZ SAÚDE;SP;421006;27067508000163;Medicina de Grupo;1;2025;82792917.33;2670739.2687096773
UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO;PB;336467;8315806000180;Cooperativa Médica;3;2025;82571236.9;1474486.3732142858
FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV;ES;329665;580481000151;Autogestão;2;2025;82241871.45;2164259.775
BIO SAÚDE SERVIÇOS MÉDICOS LTDA;SP;402966;3123146000112;Medicina de Grupo;1;2025;82108260.41;2414948.8355882354
UNIMED REGIONAL DE TRES LAGOAS COOPERATIVA DE TRABALHO MÉDICO;MS;342386;3980208000102;Cooperativa Médica;1;2025;82099987.48;1109459.2902702703
UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO;SP;351776;45467404000128;Cooperativa Médica;2;2025;81999650.65;204999.126625
UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO;SP;347108;71925531000133;Cooperativa Médica;1;2025;81984208.96;1821871.310222222
SANTA CASA DE SAÚDE - SCS;ES;420085;23053901000147;Medicina de Grupo;3;2025;81918311.53;2340523.1865714286
SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;SP;421154;28633372000174;Medicina de Grupo;1;2025;81841725.8;3031175.0296296296
ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA;BA;422151;34732056000152;Medicina de Grupo;3;2025;81816893.67999999;3030255.321481481
UNIODONTO REGIONAL COOPERATIVA ODONTOLOGICA;MG;344451;26185199000163;Cooperativa odontológica;3;2025;81662665.3;3140871.7423076923
UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO;MG;348261;42889436000123;Cooperativa Médica;1;2025;81428657.11;894820.4078021978
ANAFE SAUDE;GO;423319;45981176000100;Autogestão;1;2025;81182419.07;2319497.6877142857
UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO;SP;304123;50368034000101;Cooperativa Médica;1;2025;81179362.79;1159705.1827142858
ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA;SP;419150;15323270000100;Medicina de Grupo;1;2025;81130995.03;2458515.000909091
AURORA SAÚDE LTDA;MG;423629;49955478000164;Medicina de Grupo;3;2025;80950444.05;2529701.3765625
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANESE;SE;335789;13086566000120;Autogestão;2;2025;80707331.71;2603462.313225806
UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE;RN;345318;8237810000178;Cooperativa odontológica;3;2025;80462068.7;4234845.721052632
DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL;MG;357669;19969500000164;Autogestão;3;2025;80305060.78;1784556.9062222221
UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO;SP;309524;67577171000159;Cooperativa Médica;2;2025;80256796.67;1605135.9334
UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO;SP;345776;65732836000126;Cooperativa Médica;1;2025;80121161.55;1128467.064084507
UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO;MG;364070;64388812000139;Cooperativa Médica;2;2025;80005586.47;1000069.830875
UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA;SP;346004;52204526000197;Cooperativa odontológica;3;2025;79666109.75;3621186.8068181816
UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO;PR;358282;80297161000128;Cooperativa Médica;1;2025;79390182.53;945121.2205952381
CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;PE;417661;11996146000155;Autogestão;1;2025;79386311.9;2646210.396666667
UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO;BA;325082;34063123000193;Cooperativa Médica;3;2025;79169307.22;2474040.850625
UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS;SC;342203;2338268000163;Cooperativa odontológica;3;2025;79021548.74;2394592.3860606058
FILOSANITAS SAUDE LTDA;SP;410888;3637776000105;Medicina de Grupo;2;2025;78815346.98;2627178.2326666666
UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO;PI;316458;41511429000120;Cooperativa Médica;2;2025;78584870.53;2068022.9086842106
UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;RS;352519;72234164000194;Cooperativa Médica;3;2025;78550969.23;981887.115375
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA;SP;410110;34259000153;Autogestão;2;2025;78217734.87;2793490.5310714287
LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.;SP;364592;2127779000136;Medicina de Grupo;1;2025;78132607.57;173243.03230598668
ON MED ASSISTÊNCIA MÉDICA LTDA;RS;304212;92240605000178;Medicina de Grupo;3;2025;77836547.77;2358683.2657575756
UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO;GO;302228;747041000146;Cooperativa Médica;2;2025;77814598.75;1621137.4739583333
UNIX SAÚDE S.A;BA;418137;11076382000153;Medicina de Grupo;2;2025;77737855.84;1993278.354871795
UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA;AL;321125;24243925000121;Cooperativa odontológica;3;2025;77732354.45;8636928.272222223
IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO;SP;333808;52852100000140;Filantropia;1;2025;77675223.88;2099330.375135135
UNIMED MARQUES DE VALENÇA COOPERATIVA DE TRABALHO MÉDICO LTDA.;RJ;321087;368318000120;Cooperativa Médica;1;2025;77513433.02;1462517.6041509432
UNIMED SÃO JOÃO NEPOMUCENO COOPERATIVA DE TRABALHO MÉDICO LTDA.;MG;327638;71186886000158;Cooperativa Médica;3;2025;77493172.28;1684634.18
CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;RJ;418820;27085968000114;Autogestão;1;2025;77443944.48;2420123.265
ADVANCE PLANOS DE SAÚDE LTDA;SP;335657;2041808000142;Medicina de Grupo;2;2025;77377080.28;3364220.8817391307
FUNASA SAÚDE;PB;370592;2618303000106;Medicina de Grupo;3;2025;77109111.6;2409659.7375
ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;RJ;387185;34011288000111;Autogestão;2;2025;76739061.42;4796191.33875
INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;RS;419427;92827666000136;Autogestão;1;2025;76622566.61;1964681.195128205
UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;PB;413429;4222989000139;Odontologia de Grupo;3;2025;76536012.56;5102400.837333334
TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE;ES;422827;37020290000145;Medicina de Grupo;2;2025;76340661.9;2632436.6172413793
SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;RJ;412252;4002216000147;Medicina de Grupo;2;2025;76244287.45;2382633.9828125
ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;PR;416584;8883265000197;Autogestão;1;2025;76171527.25;1953116.0833333333
UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO;MG;354678;86584901000193;Cooperativa Médica;3;2025;76101375.72;1358953.1378571428
HOSPITAL DE PRONTOCLINICA LTDA.;RS;341941;90619818000180;Medicina de Grupo;3;2025;75640664.53;2161161.8437142856
UNIMED VALE DO CARANGOLA COOPERATIVA DE TRABALHO MEDICO LTDA;MG;337561;86483542000188;Cooperativa Médica;3;2025;75441047.84;1796215.4247619049
UNIMED REGIÃO DA FRONTEIRA - RS COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;RS;328375;92316124000107;Cooperativa Médica;2;2025;75333135.96000001;1195764.0628571429
ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;SE;384704;13170410000122;Autogestão;2;2025;74663949.71;2765331.4707407407
UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO;SP;303844;2687852000124;Cooperativa Médica;1;2025;74518543.62;993580.5816
UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO;SP;366340;59499251000105;Cooperativa Médica;1;2025;73681948.42;809691.7408791209
ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI;SP;420786;24807514000111;Medicina de Grupo;2;2025;73545246.42;2101292.754857143
UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO;MG;327352;66453168000160;Cooperativa Médica;1;2025;73312663.62;1110797.9336363636
DENTAL UNI - COOPERATIVA ODONTOLÓGICA;PR;304484;78738101000151;Cooperativa odontológica;1;2025;73102169.53;3481055.691904762
VIDA TOP MAIS SAÚDE OPERADORA DE PLANOS DE SAÚDE LTDA.;SP;422835;41248894000110;Medicina de Grupo;3;2025;73045451.71;1698731.435116279
FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;SC;415626;7270625000112;Cooperativa odontológica;2;2025;72945674.59;2805602.868846154
